Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0042274	4.49E-08	5.345	4.965397924	20	70	ribosomal small subunit biogenesis	2.66E-05	"ENSG00000065183,ENSG00000087269,ENSG00000112578,ENSG00000115761,ENSG00000117597,ENSG00000119285,ENSG00000120800,ENSG00000126749,ENSG00000129347,ENSG00000135372,ENSG00000135972,ENSG00000141076,ENSG00000141101,ENSG00000148296,ENSG00000148843,ENSG00000156697,ENSG00000164934,ENSG00000167721,ENSG00000181163,ENSG00000227057"	"WDR3,NOP14,BYSL,NOL10,DIEXF,HEATR1,UTP20,EMG1,KRI1,NAT10,MRPS9,CIRH1A,NOB1,SURF6,PDCD11,UTP14A,DCAF13,TSR1,NPM1,WDR46"
D	GO:0008033	9.83E-08	3.775063052	8.724913495	27	123	tRNA processing	5.33E-05	"ENSG00000037897,ENSG00000059588,ENSG00000070061,ENSG00000091127,ENSG00000104356,ENSG00000106246,ENSG00000124787,ENSG00000126814,ENSG00000128694,ENSG00000129317,ENSG00000134759,ENSG00000135372,ENSG00000138385,ENSG00000141994,ENSG00000144034,ENSG00000154743,ENSG00000160193,ENSG00000162623,ENSG00000165526,ENSG00000166166,ENSG00000167272,ENSG00000171262,ENSG00000178718,ENSG00000183665,ENSG00000189007,ENSG00000198860,ENSG00000213339"	"METTL1,TARBP1,IKBKAP,PUS7,POP1,PTCD1,RPP40,TRMT5,OSGEPL1,PUS7L,ELP2,NAT10,SSB,DUS3L,TPRKB,TSEN2,WDR4,TYW3,RPUSD4,TRMT61A,POP5,FAM98B,RPP25,TRMT12,ADAT2,TSEN15,QTRT1"
D	GO:0042273	1.11E-07	5.283707865	4.752595156	19	67	ribosomal large subunit biogenesis	5.57E-05	"ENSG00000067533,ENSG00000073536,ENSG00000100583,ENSG00000111641,ENSG00000111845,ENSG00000112159,ENSG00000113460,ENSG00000130810,ENSG00000133316,ENSG00000138442,ENSG00000145912,ENSG00000146223,ENSG00000148296,ENSG00000155393,ENSG00000169288,ENSG00000181163,ENSG00000182810,ENSG00000188976,ENSG00000197498"	"RRP15,NLE1,SAMD15,NOP2,PAK1IP1,MDN1,BRIX1,PPAN,WDR74,WDR12,NHP2,RPL7L1,SURF6,HEATR3,MRPL1,NPM1,DDX28,NOC2L,RPF2"
D	GO:0019752	1.99E-07	1.875990618	57.10207612	96	805	carboxylic acid metabolic process	9.23E-05	"ENSG00000003989,ENSG00000008394,ENSG00000012048,ENSG00000030066,ENSG00000058804,ENSG00000059573,ENSG00000062282,ENSG00000067704,ENSG00000067992,ENSG00000069248,ENSG00000072571,ENSG00000074696,ENSG00000075239,ENSG00000076351,ENSG00000084774,ENSG00000085871,ENSG00000087299,ENSG00000089057,ENSG00000093144,ENSG00000093217,ENSG00000100116,ENSG00000100714,ENSG00000101444,ENSG00000103888,ENSG00000104835,ENSG00000105552,ENSG00000105852,ENSG00000106305,ENSG00000109819,ENSG00000110090,ENSG00000111144,ENSG00000111716,ENSG00000112992,ENSG00000113569,ENSG00000114054,ENSG00000116120,ENSG00000116353,ENSG00000116833,ENSG00000116874,ENSG00000116984,ENSG00000117593,ENSG00000121064,ENSG00000123560,ENSG00000123836,ENSG00000124802,ENSG00000128059,ENSG00000128683,ENSG00000128928,ENSG00000130005,ENSG00000130304,ENSG00000133706,ENSG00000133943,ENSG00000134716,ENSG00000135069,ENSG00000135838,ENSG00000137513,ENSG00000137563,ENSG00000138061,ENSG00000138074,ENSG00000138363,ENSG00000138750,ENSG00000138796,ENSG00000140905,ENSG00000143320,ENSG00000146233,ENSG00000151093,ENSG00000152556,ENSG00000155380,ENSG00000156521,ENSG00000159131,ENSG00000159423,ENSG00000160867,ENSG00000162174,ENSG00000162344,ENSG00000163002,ENSG00000163655,ENSG00000163864,ENSG00000164039,ENSG00000164904,ENSG00000165025,ENSG00000168291,ENSG00000170275,ENSG00000176974,ENSG00000178921,ENSG00000180817,ENSG00000180902,ENSG00000182551,ENSG00000186603,ENSG00000188690,ENSG00000196139,ENSG00000196177,ENSG00000196305,ENSG00000196636,ENSG00000198721,ENSG00000213366,ENSG00000255561"	"SLC7A2,MGST1,BRCA1,NUP160,NDC1,ALDH18A1,DGAT2,IARS2,PDK3,NUP133,HMMR,PTPLAD1,ACAT1,SLC46A1,CAD,MGST2,L2HGDH,SLC23A2,ECHDC1,XYLB,GCAT,MTHFD1,AHCY,CEMIP,SARS2,BCAT2,PON3,AIMP2,PPARGC1A,CPT1A,LTA4H,LDHB,NNT,NUP155,PCCB,FARSB,MECR,NR5A2,WARS2,MTR,DARS2,SCPEP1,PLP1,PFKFB2,EEF1E1,PPAT,GAD1,IVD,GAMT,SLC27A1,LARS,C14orf159,CYP2J2,PSAT1,NPL,NARS2,GGH,CYP1B1,SLC5A6,ATIC,NUP54,HADH,GCSH,CRABP2,CYP39A1,OXSM,PFKM,SLC16A1,TYSND1,GART,ALDH4A1,FGFR4,ASRGL1,FGF19,NUP35,GMPS,NMNAT3,BDH2,ALDH7A1,SYK,PDHB,CRTAP,SHMT1,PFAS,PPA1,D2HGDH,ADI1,HPDL,UROS,AKR1C3,ACADSB,IARS,ACN9,ECI2,GSTM2,FDXACB1"
D	GO:0043436	5.67E-07	1.803385417	61.57093426	100	868	oxoacid metabolic process	0.000245883	"ENSG00000003989,ENSG00000008394,ENSG00000012048,ENSG00000030066,ENSG00000058804,ENSG00000059573,ENSG00000062282,ENSG00000067704,ENSG00000067992,ENSG00000069248,ENSG00000072571,ENSG00000074696,ENSG00000075239,ENSG00000076351,ENSG00000084774,ENSG00000085871,ENSG00000087299,ENSG00000089057,ENSG00000093144,ENSG00000093217,ENSG00000100116,ENSG00000100714,ENSG00000101444,ENSG00000103888,ENSG00000104835,ENSG00000105552,ENSG00000105852,ENSG00000106305,ENSG00000109819,ENSG00000110090,ENSG00000111144,ENSG00000111716,ENSG00000112992,ENSG00000113569,ENSG00000114054,ENSG00000116120,ENSG00000116353,ENSG00000116833,ENSG00000116874,ENSG00000116984,ENSG00000117593,ENSG00000121064,ENSG00000122863,ENSG00000123560,ENSG00000123836,ENSG00000124802,ENSG00000128059,ENSG00000128683,ENSG00000128928,ENSG00000130005,ENSG00000130304,ENSG00000133706,ENSG00000133943,ENSG00000134716,ENSG00000135069,ENSG00000135838,ENSG00000137513,ENSG00000137563,ENSG00000138061,ENSG00000138074,ENSG00000138363,ENSG00000138750,ENSG00000138796,ENSG00000140905,ENSG00000143320,ENSG00000146233,ENSG00000151093,ENSG00000152556,ENSG00000155380,ENSG00000155850,ENSG00000156521,ENSG00000159131,ENSG00000159423,ENSG00000160867,ENSG00000162174,ENSG00000162344,ENSG00000163002,ENSG00000163655,ENSG00000163864,ENSG00000164039,ENSG00000164904,ENSG00000165025,ENSG00000168291,ENSG00000170275,ENSG00000174684,ENSG00000176974,ENSG00000178921,ENSG00000180817,ENSG00000180902,ENSG00000182551,ENSG00000186205,ENSG00000186603,ENSG00000188690,ENSG00000196139,ENSG00000196177,ENSG00000196305,ENSG00000196636,ENSG00000198721,ENSG00000213366,ENSG00000255561"	"SLC7A2,MGST1,BRCA1,NUP160,NDC1,ALDH18A1,DGAT2,IARS2,PDK3,NUP133,HMMR,PTPLAD1,ACAT1,SLC46A1,CAD,MGST2,L2HGDH,SLC23A2,ECHDC1,XYLB,GCAT,MTHFD1,AHCY,CEMIP,SARS2,BCAT2,PON3,AIMP2,PPARGC1A,CPT1A,LTA4H,LDHB,NNT,NUP155,PCCB,FARSB,MECR,NR5A2,WARS2,MTR,DARS2,SCPEP1,CHST3,PLP1,PFKFB2,EEF1E1,PPAT,GAD1,IVD,GAMT,SLC27A1,LARS,C14orf159,CYP2J2,PSAT1,NPL,NARS2,GGH,CYP1B1,SLC5A6,ATIC,NUP54,HADH,GCSH,CRABP2,CYP39A1,OXSM,PFKM,SLC16A1,SLC26A2,TYSND1,GART,ALDH4A1,FGFR4,ASRGL1,FGF19,NUP35,GMPS,NMNAT3,BDH2,ALDH7A1,SYK,PDHB,CRTAP,B4GAT1,SHMT1,PFAS,PPA1,D2HGDH,ADI1,MARC1,HPDL,UROS,AKR1C3,ACADSB,IARS,ACN9,ECI2,GSTM2,FDXACB1"
D	GO:0000154	7.54E-07	7.192688971	2.624567474	13	37	rRNA modification	0.000288584	"ENSG00000055044,ENSG00000059588,ENSG00000101361,ENSG00000105202,ENSG00000109534,ENSG00000111641,ENSG00000126749,ENSG00000130826,ENSG00000135372,ENSG00000145912,ENSG00000166133,ENSG00000169288,ENSG00000255561"	"NOP58,TARBP1,NOP56,FBL,GAR1,NOP2,EMG1,DKC1,NAT10,NHP2,RPUSD2,MRPL1,FDXACB1"
D	GO:0000462	7.54E-07	7.192688971	2.624567474	13	37	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.000288584	"ENSG00000087269,ENSG00000112578,ENSG00000115761,ENSG00000117597,ENSG00000119285,ENSG00000120800,ENSG00000126749,ENSG00000129347,ENSG00000135972,ENSG00000148843,ENSG00000164934,ENSG00000167721,ENSG00000227057"	"NOP14,BYSL,NOL10,DIEXF,HEATR1,UTP20,EMG1,KRI1,MRPS9,PDCD11,DCAF13,TSR1,WDR46"
D	GO:0006082	8.26E-07	1.785842294	62.06747405	100	875	organic acid metabolic process	0.000298377	"ENSG00000003989,ENSG00000008394,ENSG00000012048,ENSG00000030066,ENSG00000058804,ENSG00000059573,ENSG00000062282,ENSG00000067704,ENSG00000067992,ENSG00000069248,ENSG00000072571,ENSG00000074696,ENSG00000075239,ENSG00000076351,ENSG00000084774,ENSG00000085871,ENSG00000087299,ENSG00000089057,ENSG00000093144,ENSG00000093217,ENSG00000100116,ENSG00000100714,ENSG00000101444,ENSG00000103888,ENSG00000104835,ENSG00000105552,ENSG00000105852,ENSG00000106305,ENSG00000109819,ENSG00000110090,ENSG00000111144,ENSG00000111716,ENSG00000112992,ENSG00000113569,ENSG00000114054,ENSG00000116120,ENSG00000116353,ENSG00000116833,ENSG00000116874,ENSG00000116984,ENSG00000117593,ENSG00000121064,ENSG00000122863,ENSG00000123560,ENSG00000123836,ENSG00000124802,ENSG00000128059,ENSG00000128683,ENSG00000128928,ENSG00000130005,ENSG00000130304,ENSG00000133706,ENSG00000133943,ENSG00000134716,ENSG00000135069,ENSG00000135838,ENSG00000137513,ENSG00000137563,ENSG00000138061,ENSG00000138074,ENSG00000138363,ENSG00000138750,ENSG00000138796,ENSG00000140905,ENSG00000143320,ENSG00000146233,ENSG00000151093,ENSG00000152556,ENSG00000155380,ENSG00000155850,ENSG00000156521,ENSG00000159131,ENSG00000159423,ENSG00000160867,ENSG00000162174,ENSG00000162344,ENSG00000163002,ENSG00000163655,ENSG00000163864,ENSG00000164039,ENSG00000164904,ENSG00000165025,ENSG00000168291,ENSG00000170275,ENSG00000174684,ENSG00000176974,ENSG00000178921,ENSG00000180817,ENSG00000180902,ENSG00000182551,ENSG00000186205,ENSG00000186603,ENSG00000188690,ENSG00000196139,ENSG00000196177,ENSG00000196305,ENSG00000196636,ENSG00000198721,ENSG00000213366,ENSG00000255561"	"SLC7A2,MGST1,BRCA1,NUP160,NDC1,ALDH18A1,DGAT2,IARS2,PDK3,NUP133,HMMR,PTPLAD1,ACAT1,SLC46A1,CAD,MGST2,L2HGDH,SLC23A2,ECHDC1,XYLB,GCAT,MTHFD1,AHCY,CEMIP,SARS2,BCAT2,PON3,AIMP2,PPARGC1A,CPT1A,LTA4H,LDHB,NNT,NUP155,PCCB,FARSB,MECR,NR5A2,WARS2,MTR,DARS2,SCPEP1,CHST3,PLP1,PFKFB2,EEF1E1,PPAT,GAD1,IVD,GAMT,SLC27A1,LARS,C14orf159,CYP2J2,PSAT1,NPL,NARS2,GGH,CYP1B1,SLC5A6,ATIC,NUP54,HADH,GCSH,CRABP2,CYP39A1,OXSM,PFKM,SLC16A1,SLC26A2,TYSND1,GART,ALDH4A1,FGFR4,ASRGL1,FGF19,NUP35,GMPS,NMNAT3,BDH2,ALDH7A1,SYK,PDHB,CRTAP,B4GAT1,SHMT1,PFAS,PPA1,D2HGDH,ADI1,MARC1,HPDL,UROS,AKR1C3,ACADSB,IARS,ACN9,ECI2,GSTM2,FDXACB1"
D	GO:0001522	1.18E-06	13.23181258	1.276816609	9	18	pseudouridine synthesis	0.000404408	"ENSG00000091127,ENSG00000109534,ENSG00000129317,ENSG00000130826,ENSG00000145912,ENSG00000165526,ENSG00000166133,ENSG00000167112,ENSG00000169288"	"PUS7,GAR1,PUS7L,DKC1,NHP2,RPUSD4,RPUSD2,TRUB2,MRPL1"
D	GO:0046112	2.10E-06	11.90752158	1.347750865	9	19	nucleobase biosynthetic process	0.000684093	"ENSG00000084774,ENSG00000100714,ENSG00000102967,ENSG00000114491,ENSG00000128050,ENSG00000128059,ENSG00000159131,ENSG00000163655,ENSG00000176974"	"CAD,MTHFD1,DHODH,UMPS,PAICS,PPAT,GART,GMPS,SHMT1"
D	GO:0034641	3.43E-06	1.389342139	367.5813149	430	5182	cellular nitrogen compound metabolic process	0.001063845	"ENSG00000003989,ENSG00000005073,ENSG00000005100,ENSG00000006625,ENSG00000008394,ENSG00000008441,ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000013573,ENSG00000015475,ENSG00000020426,ENSG00000020922,ENSG00000024526,ENSG00000025156,ENSG00000030066,ENSG00000035681,ENSG00000036549,ENSG00000037897,ENSG00000043355,ENSG00000047634,ENSG00000048028,ENSG00000054965,ENSG00000055044,ENSG00000058056,ENSG00000058804,ENSG00000059588,ENSG00000064545,ENSG00000064601,ENSG00000064703,ENSG00000064933,ENSG00000065183,ENSG00000067533,ENSG00000067704,ENSG00000068654,ENSG00000069248,ENSG00000069535,ENSG00000069702,ENSG00000070018,ENSG00000070061,ENSG00000071794,ENSG00000073111,ENSG00000074201,ENSG00000075131,ENSG00000075239,ENSG00000076003,ENSG00000076248,ENSG00000076351,ENSG00000077348,ENSG00000077684,ENSG00000078399,ENSG00000079387,ENSG00000080839,ENSG00000082516,ENSG00000084774,ENSG00000085276,ENSG00000085871,ENSG00000087077,ENSG00000087269,ENSG00000088247,ENSG00000088305,ENSG00000089057,ENSG00000090447,ENSG00000091127,ENSG00000092201,ENSG00000092847,ENSG00000095002,ENSG00000095739,ENSG00000096063,ENSG00000096872,ENSG00000097046,ENSG00000100084,ENSG00000100583,ENSG00000100625,ENSG00000100714,ENSG00000100814,ENSG00000100823,ENSG00000100941,ENSG00000101003,ENSG00000101104,ENSG00000101144,ENSG00000101346,ENSG00000101347,ENSG00000101361,ENSG00000101444,ENSG00000101546,ENSG00000101868,ENSG00000101911,ENSG00000102053,ENSG00000102096,ENSG00000102678,ENSG00000102743,ENSG00000102967,ENSG00000103037,ENSG00000104356,ENSG00000104835,ENSG00000104884,ENSG00000105202,ENSG00000105364,ENSG00000105486,ENSG00000105612,ENSG00000105647,ENSG00000106246,ENSG00000106305,ENSG00000106344,ENSG00000107485,ENSG00000107833,ENSG00000107949,ENSG00000107951,ENSG00000108179,ENSG00000108561,ENSG00000108984,ENSG00000109534,ENSG00000109819,ENSG00000110090,ENSG00000110107,ENSG00000110721,ENSG00000111144,ENSG00000111331,ENSG00000111358,ENSG00000111364,ENSG00000111641,ENSG00000111716,ENSG00000112118,ENSG00000112159,ENSG00000112186,ENSG00000112578,ENSG00000112992,ENSG00000112996,ENSG00000113569,ENSG00000114054,ENSG00000114126,ENSG00000114491,ENSG00000114686,ENSG00000115053,ENSG00000115415,ENSG00000115568,ENSG00000115687,ENSG00000115738,ENSG00000115761,ENSG00000115816,ENSG00000115946,ENSG00000115993,ENSG00000116062,ENSG00000116120,ENSG00000116221,ENSG00000116337,ENSG00000116649,ENSG00000116750,ENSG00000116833,ENSG00000116874,ENSG00000116918,ENSG00000117593,ENSG00000117597,ENSG00000117650,ENSG00000117877,ENSG00000118418,ENSG00000118655,ENSG00000119285,ENSG00000119335,ENSG00000119599,ENSG00000120699,ENSG00000120800,ENSG00000122512,ENSG00000122565,ENSG00000123297,ENSG00000123364,ENSG00000123836,ENSG00000123992,ENSG00000124571,ENSG00000124787,ENSG00000124802,ENSG00000125378,ENSG00000125454,ENSG00000125850,ENSG00000125901,ENSG00000126602,ENSG00000126749,ENSG00000126814,ENSG00000127152,ENSG00000128050,ENSG00000128059,ENSG00000128626,ENSG00000128694,ENSG00000129317,ENSG00000129347,ENSG00000129538,ENSG00000130005,ENSG00000130713,ENSG00000130768,ENSG00000130826,ENSG00000131368,ENSG00000131771,ENSG00000132300,ENSG00000132382,ENSG00000132436,ENSG00000132646,ENSG00000132763,ENSG00000132768,ENSG00000132819,ENSG00000133706,ENSG00000134001,ENSG00000134072,ENSG00000134202,ENSG00000134453,ENSG00000134759,ENSG00000135069,ENSG00000135250,ENSG00000135372,ENSG00000135446,ENSG00000135913,ENSG00000135972,ENSG00000136104,ENSG00000136718,ENSG00000136866,ENSG00000136875,ENSG00000136891,ENSG00000137168,ENSG00000137513,ENSG00000137563,ENSG00000137871,ENSG00000138031,ENSG00000138061,ENSG00000138074,ENSG00000138095,ENSG00000138346,ENSG00000138363,ENSG00000138385,ENSG00000138442,ENSG00000138750,ENSG00000140395,ENSG00000140853,ENSG00000140905,ENSG00000141030,ENSG00000141076,ENSG00000141101,ENSG00000141456,ENSG00000141905,ENSG00000141994,ENSG00000142856,ENSG00000142864,ENSG00000143013,ENSG00000143147,ENSG00000143149,ENSG00000143157,ENSG00000143162,ENSG00000143179,ENSG00000143320,ENSG00000143390,ENSG00000143578,ENSG00000143799,ENSG00000144021,ENSG00000144034,ENSG00000144231,ENSG00000144354,ENSG00000144381,ENSG00000145194,ENSG00000145912,ENSG00000146223,ENSG00000146243,ENSG00000146263,ENSG00000147586,ENSG00000148843,ENSG00000149136,ENSG00000150347,ENSG00000152147,ENSG00000152234,ENSG00000152455,ENSG00000152556,ENSG00000152620,ENSG00000152782,ENSG00000152944,ENSG00000153147,ENSG00000153207,ENSG00000153574,ENSG00000154328,ENSG00000154743,ENSG00000155760,ENSG00000155850,ENSG00000156469,ENSG00000156502,ENSG00000156697,ENSG00000157036,ENSG00000157193,ENSG00000157212,ENSG00000158042,ENSG00000158321,ENSG00000159131,ENSG00000159259,ENSG00000160049,ENSG00000160094,ENSG00000160193,ENSG00000160208,ENSG00000160214,ENSG00000160710,ENSG00000160867,ENSG00000161010,ENSG00000161551,ENSG00000162139,ENSG00000162174,ENSG00000162227,ENSG00000162599,ENSG00000162623,ENSG00000163002,ENSG00000163214,ENSG00000163655,ENSG00000163864,ENSG00000163935,ENSG00000163938,ENSG00000164024,ENSG00000164039,ENSG00000164649,ENSG00000164684,ENSG00000164904,ENSG00000164934,ENSG00000165025,ENSG00000165060,ENSG00000165244,ENSG00000165271,ENSG00000165283,ENSG00000165526,ENSG00000165672,ENSG00000165934,ENSG00000166033,ENSG00000166133,ENSG00000166166,ENSG00000166197,ENSG00000166226,ENSG00000166261,ENSG00000166851,ENSG00000166886,ENSG00000166889,ENSG00000166938,ENSG00000167112,ENSG00000167272,ENSG00000167513,ENSG00000167721,ENSG00000167792,ENSG00000168291,ENSG00000168395,ENSG00000168646,ENSG00000168661,ENSG00000168765,ENSG00000169021,ENSG00000169062,ENSG00000169288,ENSG00000169299,ENSG00000169598,ENSG00000171056,ENSG00000171262,ENSG00000171453,ENSG00000171873,ENSG00000172269,ENSG00000172819,ENSG00000173145,ENSG00000173611,ENSG00000173674,ENSG00000175054,ENSG00000175110,ENSG00000175305,ENSG00000175643,ENSG00000175792,ENSG00000175832,ENSG00000176974,ENSG00000177383,ENSG00000177613,ENSG00000177842,ENSG00000178409,ENSG00000178718,ENSG00000178802,ENSG00000178921,ENSG00000179409,ENSG00000179981,ENSG00000180228,ENSG00000180817,ENSG00000180818,ENSG00000181163,ENSG00000182004,ENSG00000182810,ENSG00000182973,ENSG00000183665,ENSG00000183741,ENSG00000183814,ENSG00000184428,ENSG00000184489,ENSG00000184500,ENSG00000185163,ENSG00000185252,ENSG00000185414,ENSG00000185420,ENSG00000185480,ENSG00000186088,ENSG00000186318,ENSG00000187792,ENSG00000187801,ENSG00000188690,ENSG00000188976,ENSG00000189007,ENSG00000189046,ENSG00000189091,ENSG00000196305,ENSG00000196323,ENSG00000196363,ENSG00000196628,ENSG00000196793,ENSG00000197121,ENSG00000197355,ENSG00000197472,ENSG00000197498,ENSG00000197905,ENSG00000198000,ENSG00000198056,ENSG00000198298,ENSG00000198690,ENSG00000198860,ENSG00000198890,ENSG00000204366,ENSG00000205268,ENSG00000205922,ENSG00000213339,ENSG00000213366,ENSG00000213782,ENSG00000227057,ENSG00000253729,ENSG00000254093,ENSG00000255561,ENSG00000266074,ENSG00000268173,ENSG00000270647,ENSG00000274349,ENSG00000275004,ENSG00000280657"	"SLC7A2,HOXA11,DHX33,GGCT,MGST1,NFIX,PAX7,BAZ1B,BRCA1,DDX11,BID,MNAT1,MRE11A,DEPDC1,HSF2,NUP160,NSMAF,ZZZ3,METTL1,ZIC2,SCML1,USP28,FAM168A,NOP58,USP13,NDC1,TARBP1,TMEM161A,CTSA,DDX20,PMS1,WDR3,RRP15,IARS2,POLR1A,NUP133,MAOB,TGFBR3,LRP6,IKBKAP,HLTF,MCM2,CLNS1A,TIPIN,ACAT1,MCM6,UNG,SLC46A1,EXOSC5,JADE1,HOXA9,SENP1,RBL1,GEMIN5,CAD,MECOM,MGST2,TRIP6,NOP14,KHSRP,DNMT3B,SLC23A2,TFAP4,PUS7,SUPT16H,AGO1,MSH2,BAMBI,SRPK1,IFT74,CDC7,HIRA,SAMD15,SIX4,MTHFD1,CCNB1IP1,APEX1,PNN,GINS1,PABPC1L,BMP7,POFUT1,SAMHD1,NOP56,AHCY,RBFA,POLA1,PRPS2,ZC3H12B,PIM2,FGF9,SLC25A15,DHODH,SETD6,POP1,SARS2,ERCC2,FBL,MRPL4,LIG1,DNASE2,PIK3R2,PTCD1,AIMP2,RBM28,GATA3,NPM3,BCCIP,MTPAP,PPIF,C1QBP,MAP2K6,GAR1,PPARGC1A,CPT1A,PRPF19,CHKA,LTA4H,OAS3,GTF2H3,DDX55,NOP2,LDHB,MCM3,MDN1,CAP2,BYSL,NNT,MRPS30,NUP155,PCCB,TFDP2,UMPS,MRPL3,NCL,STAT1,ZNF142,PASK,ID2,NOL10,CEBPZ,PNO1,TRAK2,MSH6,FARSB,MRPL37,AMPD2,SRM,UCHL5,NR5A2,WARS2,TSNAX,DARS2,DIEXF,NEK2,CD3EAP,HMGN3,DCLRE1B,HEATR1,SET,DCAF4,EXOSC8,UTP20,PMS2,CBX3,TSFM,HOXC13,PFKFB2,DNPEP,XPO5,RPP40,EEF1E1,BMP4,SLC25A19,OVOL2,MRPS26,TRAP1,EMG1,TRMT5,BCL11B,PAICS,PPAT,MRPS12,OSGEPL1,PUS7L,KRI1,RNASE1,GAMT,EXOSC2,SMPDL3B,DKC1,MRPS25,PPP1R1B,PTCD3,MYBBP1A,FIGNL1,PCNA,MMACHC,DPH2,RBM38,LARS,EIF2S1,CAMK1,GSTM3,RBM17,ELP2,PSAT1,SRPK2,NAT10,CDK4,USP37,MRPS9,RNASEH2B,IMP4,ZFP37,PRPF4,TEX10,PPIL1,NARS2,GGH,ZNF280D,ADCY3,CYP1B1,SLC5A6,LRPPRC,DNA2,ATIC,SSB,WDR12,NUP54,WDR61,NLRC5,GCSH,COPS3,CIRH1A,NOB1,PELP1,NFIC,DUS3L,ITGB3BP,SERBP1,LMO4,GPR161,ALDH9A1,POGK,CREG1,UCK2,CRABP2,RFX5,CREB3L4,PARP1,CIAO1,TPRKB,POLR2D,CDCA7,HSPD1,ECE2,NHP2,RPL7L1,IRAK1BP1,MMS22L,MRPS28,PDCD11,SSRP1,ARID5B,GEMIN6,ATP5A1,SUV39H2,PFKM,NADK2,PANK1,MED21,SMARCA5,AHCTF1,RPIA,NEIL2,TSEN2,FZD7,SLC26A2,MTERF3,SUPV3L1,UTP14A,EXOG,LRP8,PAXIP1,MRPL17,AUTS2,GART,CHAF1B,DFFA,ZNF362,WDR4,RRP1B,RRP1,ADAR,FGFR4,C5orf45,ZNF577,NEU3,ASRGL1,TAF6L,NFIA,TYW3,NUP35,DHX57,GMPS,NMNAT3,SFMBT1,GNL3,METAP1,BDH2,CDCA7L,ZNF704,ALDH7A1,DCAF13,SYK,FXN,ZNF367,NOL6,STOML2,RPUSD4,PRDX3,CPSF2,HTRA1,RPUSD2,TRMT61A,NOLC1,CCT2,ZNF202,PLK1,NAB2,PATL1,DIS3L,TRUB2,POP5,CDT1,TSR1,NDUFV1,PDHB,ING5,AXIN2,ZNF30,GSTM4,UQCRFS1,UPF3A,MRPL1,PGM2,DFFB,SOX7,FAM98B,POLR1C,ADRA1D,DPAGT1,RARG,NOC3L,SCAI,EIF1AX,ATR,MRPS22,CCNE2,RMI2,RUVBL1,ETV4,SHMT1,MAGEF1,CSTF2T,ZNF620,BEND3,RPP25,MPI,PFAS,GEMIN4,TSHZ1,PRKRA,PPA1,HOXC10,NPM1,SNRPE,DDX28,CNOT10,TRMT12,CBX6,LIN9,TOP1MT,PTP4A3,PROS1,DDX51,ZNF74,MRPL30,SMYD3,PARPBP,GSAP,BACE1,ZNF70,ZFP69B,UROS,NOC2L,ADAT2,ALKBH2,SF3B3,IARS,ZBTB44,WDR5,TCF4,ZNF239,PGAP1,UAP1L1,ZNF695,RPF2,TEAD4,NOL8,PRIM1,ZNF485,FAN1,TSEN15,PRMT6,ZBTB12,PDE7A,ONECUT3,QTRT1,GSTM2,DDX47,WDR46,PRKDC,PINX1,FDXACB1,BAHCC1,PIK3R2,TAF15,ZNF658,ZNF280B,SMYD3"
D	GO:0090305	3.93E-06	2.432991891	18.08823529	39	255	nucleic acid phosphodiester bond hydrolysis	0.001163205	"ENSG00000020922,ENSG00000077348,ENSG00000087269,ENSG00000100823,ENSG00000101347,ENSG00000102053,ENSG00000104356,ENSG00000104884,ENSG00000105612,ENSG00000111358,ENSG00000118655,ENSG00000120699,ENSG00000120800,ENSG00000122512,ENSG00000124787,ENSG00000129347,ENSG00000129538,ENSG00000130713,ENSG00000132646,ENSG00000136104,ENSG00000138095,ENSG00000138346,ENSG00000141101,ENSG00000143799,ENSG00000145912,ENSG00000154743,ENSG00000157036,ENSG00000160049,ENSG00000165934,ENSG00000166938,ENSG00000167272,ENSG00000167721,ENSG00000169288,ENSG00000169598,ENSG00000177613,ENSG00000178718,ENSG00000197121,ENSG00000198690,ENSG00000198860"	"MRE11A,EXOSC5,NOP14,APEX1,SAMHD1,ZC3H12B,POP1,ERCC2,DNASE2,GTF2H3,DCLRE1B,EXOSC8,UTP20,PMS2,RPP40,KRI1,RNASE1,EXOSC2,PCNA,RNASEH2B,LRPPRC,DNA2,NOB1,PARP1,NHP2,TSEN2,EXOG,DFFA,CPSF2,DIS3L,POP5,TSR1,MRPL1,DFFB,CSTF2T,RPP25,PGAP1,FAN1,TSEN15"
